,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,PlayStyles,PlayStyles +,Number of playstyles,
3883,Beñat Prados CM CB CDM,22,68,78,"Athletic Club
2019 ~ 2025",263617,"180cm / 5'11""",72kg / 159lbs,Right,71,CDM,10,"Jul 1, 2019",N/A,€2.7M,€9K,€6.2M,309,62,60,65,70,52,303,64,56,49,62,72,353,67,65,75,72,74,328,70,67,73,57,61,313,69,69,60,68,47,71,205,69,68,68,53,15,8,13,9,8,1864,393,3,2,Medium,Medium,1,Normal (170-185),No,66,61,65,69,68,64,,Long Ball Pass,,1,
3884,İ. Çelik CAM CM,19,54,73,"Adana Demirspor
2021 ~ 2025",263621,"173cm / 5'8""",60kg / 132lbs,Right,57,RM,19,"Jun 1, 2021",N/A,€275K,€1K,€722K,228,51,44,32,56,45,302,65,61,56,59,61,321,68,61,71,43,78,202,52,32,44,34,40,229,50,34,39,52,54,49,99,31,33,35,43,5,12,12,6,8,1424,300,3,2,High,Medium,1,Lean (170-185),No,64,45,55,63,33,40,,,,0,
3885,F. Álvarez CB,19,61,74,"CF Montréal
2023 ~ 2025",263628,"186cm / 6'1""",81kg / 179lbs,Left,63,CB,13,"Jul 28, 2023",N/A,€725K,€700,€1.5M,201,30,25,57,63,26,180,33,31,26,39,51,296,68,67,54,54,53,299,64,71,67,72,25,220,57,60,23,30,50,55,184,55,62,67,50,7,13,10,12,8,1430,316,3,2,Medium,Medium,1,Normal (185+),No,67,34,43,44,60,68,,,,0,
3886,Gui Guedes CM,21,68+3,78,"Almería
2022 ~ 2028",263634,"184cm / 6'0""",67kg / 148lbs,Right,70,CM,10,"Jul 1, 2022",N/A,€2.7M,€7K,€6.2M,288,60,62+9,43,70+2,53,311,68+3,52,51,68+3,72+3,317,68,64-1,60,65+3,60,289,52,53-4,63+1,56,65+9,305,57,62+6,63,68,55,72,178,54,69+4,55,44,6,9,13,6,10,1732,376,3,2,Medium,Low,1,Lean (170-185),No,66,60,65,68,59,58,,,,0,
3887,A. Milambo CAM CM,18,64+1,81+1,"Feyenoord
2020 ~ 2025",263640,"179cm / 5'10""",65kg / 143lbs,Right,66,CAM,17,"Oct 15, 2020",N/A,€1.5M,€1K,€3M,282,56,54+2,54,66,52,313,70+1,57,54,64,68,338,70,67,79,56,66,284,60,62,54,59,49,246,44,27+3,51+3,66,58,61,151,41,51,59,43,15,5,11,7,5,1657,353,3,4,Medium,Medium,1,Lean (170-185),No,68,54,63,69,44,55,,,,0,
3888,Bastida CDM CM,19,65,77,"Cádiz
2020 ~ 2026",263646,"170cm / 5'7""",70kg / 154lbs,Right,66,CDM,12,"Jul 1, 2020",N/A,€1.6M,€3K,€3.7M,211,35,34,43,67,32,257,47,36,41,64,69+3,286,55-3,49-5,48,56,78-1,226,55,42-17,39-9,47,43,280,63,71,42,62,42,53,197,64,68,65,43,5,8,14,10,6,1500,318,3,2,Medium,High,1,Normal (170-),No,52,41,56,56,65,48,,,,0,
3889,Bernardo Vital CB,22,72,78,"Estoril
2020 ~ 2025",263670,"187cm / 6'2""",80kg / 176lbs,Right,74,CB,6,"Jun 30, 2020",N/A,€3.4M,€6K,€7.8M,215,30,27,69,59,30,216,38,33,29,59,57,311,66,64,52,73,56,294,50,75,69,74,26,247,67,72,32,34,42,57,227,75,78,74,54,9,15,7,13,10,1564,338,3,2,Low,Medium,1,Normal (185+),No,65,33,45,49,75,71,,,,0,
3890,E. Achouri LW,24,71,77,"København
2023 ~ 2027",263672,"177cm / 5'10""",70kg / 154lbs,Right,72,RM,6,"Jul 24, 2023",N/A,€3M,€14K,€4.5M,305,66,67,46,66,60,317,74,64,48,60,71,395,86,86,79,68,76,309,68,63,67,51,60,267,48,26,67,66,60,65,88,28,32,28,59,13,11,6,15,14,1740,374,4,4,Medium,Low,1,Normal (170-185),No,86,65,64,73,31,55,,Technical Flair Trickster,,3,
3891,23 Roberto ST,20,66,77,"FC Barcelona
Jun 30, 2023 On loan",263676,"186cm / 6'1""",75kg / 165lbs,Right,68,ST,11,"Jul 1, 2020","Jun 30, 2023",€1.9M,€2K,€0,313,52,68,69,67,57,288,70,46,46,57,69,327,73,66,59,60,69,322,69,77,48,62,66,264,63,29,61,57,54,67,100,32,33,35,57,12,13,5,13,14,1671,356,4,3,High,Low,1,Lean (185+),No,69,66,58,68,36,59,,,,1,
3892,T. Gardner-Hickman CM CDM RB,21,68,78,"Bristol City
Jun 30, 2024 On loan",263678,"178cm / 5'10""",72kg / 159lbs,Right,70,CM,10,"Jul 1, 2020","Jun 30, 2024",€2.7M,€10K,€0,296,66,57,52,73,48,330,69,65,58,70,68,344,70,78,61,67,68,321,66,60,71,55,69,310,59,66,62,63,60,60,197,60,72,65,56,11,15,13,5,12,1854,395,3,2,High,Medium,1,Normal (170-185),No,74,61,68,67,65,60,,,,0,
3893,E. Mancuso RB RWB LB,24,68,71,"Estudiantes
2022 ~ 2023",263690,"171cm / 5'7""",80kg / 176lbs,Right,70,RWB,3,"Jun 29, 2022",N/A,€1.5M,€5K,€2.4M,243,69,30,39,67,38,291,69,52,50,48,72,371,74,71,72,69,85,313,65,61,71,70,46,309,72,62,69,64,42,65,196,64,67,65,48,7,6,14,10,11,1771,380,2,2,High,Medium,1,Normal (170-185),No,72,43,62,71,62,70,,Long Throw,,1,
3894,V. Taborda CAM CM ST,22,70,81,"Boca Juniors
2022 ~ 2026",263693,"175cm / 5'9""",71kg / 157lbs,Right,72,CAM,11,"Jun 6, 2022",N/A,€3.6M,€9K,€5.8M,328,62,72,62,72,60,317,70,62,50,66,69,345,70,72,70,66,67,341,69,70,71,65,66,300,50,54,71,70,55,66,138,53,55,30,46,11,11,6,11,7,1815,392,3,3,High,Low,1,Normal (170-185),No,71,69,67,69,52,64,,Pinged Pass,,1,
3895,O. Vargas CM CDM RM,17,64,80,"Seattle Sounders
2021 ~ 2025",263701,"175cm / 5'9""",68kg / 150lbs,Right,67,CAM,16,"Jul 18, 2021",N/A,€1.5M,€500,€3.2M,250,54,35,48,69,44,296,70,50,44,63,69,366,73,73,79,64,77,249,48,49,64,40,48,285,60,55,62,65,43,69,163,58,57,48,41,6,9,11,7,8,1650,353,3,3,High,Medium,1,Lean (170-185),No,73,42,62,71,55,50,,Technical,,1,
3896,M. Wasinski CB,19,63,78,"Kortrijk
Jun 30, 2024 On loan",263707,"185cm / 6'1""",73kg / 161lbs,Right,65,CB,15,"Jul 1, 2021","Jun 30, 2024",€1.1M,€2K,€0,199,29,21,62,62,25,209,55,22,19,54,59,314,60,68,61,61,64,256,40,66,59,62,29,213,64,61,18,42,28,62,191,60,67,64,51,15,10,6,13,7,1433,320,3,2,Medium,High,1,Lean (185+),No,64,27,46,58,63,62,,,,0,
3897,22 R. Huescas LM CAM,17,58,74,"Cruz Azul
2021 ~ 2025",263711,"174cm / 5'9""",69kg / 152lbs,Right,59,CAM,16,"Jul 26, 2021",N/A,€500K,€1K,€1.2M,246,46,54,48,56,42,267,66,52,45,48,56,343,68,66,78,56,75,277,67,58,56,42,54,242,52,38,52,50,50,48,111,36,37,38,53,9,10,10,15,9,1539,323,4,3,High,Medium,1,Lean (170-185),No,67,56,51,63,38,48,,,,0,
3898,Diogo Monteiro CB,18,60,81,"Leeds United
2023 ~ 2026",263734,"184cm / 6'0""",73kg / 161lbs,Right,62,CB,21,"Jan 31, 2023",N/A,€750K,€2K,€2.2M,210,39,19,58,65,29,232,56,28,28,59,61,277,62,60,52,45,58,241,35,65,58,65,18,228,65,60,24,45,34,62,176,58,61,57,50,12,10,9,13,6,1414,315,3,2,Medium,Medium,1,Normal (170-185),No,61,24,51,57,59,63,,,,0,
3899,L. Macari CB RB,21,60,70,"Notts County
Jan 1, 2024 On loan",263739,"183cm / 6'0""",82kg / 181lbs,Right,62,CB,10,"Jul 1, 2020","Jan 1, 2024",€525K,€3K,€0,222,66,20,57,52,27,237,52,58,27,50,50,295,65,67,55,57,51,287,48,75,52,67,45,261,56,59,61,48,37,41,179,59,61,59,49,15,13,9,6,6,1530,324,3,2,Medium,Medium,1,Lean (170-185),No,66,34,53,51,59,61,,,,0,
3900,N. Romero CB LB,19,69,79,"Atlético Tucumán
2021 ~ 2024",262142,"186cm / 6'1""",81kg / 179lbs,Left,71,CB,10,"May 8, 2021",N/A,€2.8M,€3K,€4.8M,232,48,35,56,60,33,285,58,53,62,54,58,299,63,61,52,70,53,309,59,69,56,71,54,284,74,71,52,48,39,60,218,74,73,71,60,15,10,13,14,8,1687,358,2,2,Low,Medium,1,Lean (185+),No,62,45,54,58,71,68,,,,0,
3901,F. Draper ST,18,62,74,"Walsall
Jun 30, 2024 On loan",262170,"189cm / 6'2""",84kg / 185lbs,Right,64,ST,12,"Jul 1, 2020","Jun 30, 2024",€925K,€950,€0,281,47,62,62,56,54,255,57,49,44,43,62,310,70,65,57,58,60,339,66,80,62,82,49,278,76,27,62,54,59,58,90,30,38,22,61,10,10,12,15,14,1614,347,3,2,High,High,1,Normal (185+),No,67,60,51,59,34,76,,Bruiser,,1,
3902,M. Abbas CM CDM,20,61,75,"Al Ain
2021 ~ 2025",262175,"174cm / 5'9""",59kg / 130lbs,Right,63,CAM,14,"Mar 12, 2021",N/A,€775K,€500,€2.2M,253,52,44,47,65,45,286,63,53,41,63,66,330,68,63,73,63,63,247,49,50,57,49,42,275,59,57,58,62,39,61,164,51,58,55,43,6,11,7,8,11,1598,342,2,3,Medium,Medium,1,Lean (170-185),No,65,45,60,65,54,53,,,,0,
3903,D. Thomas ST CAM,19,53,63,"Colchester United
2021 ~ 2024",262207,"183cm / 6'0""",74kg / 163lbs,Right,57,CAM,10,"Aug 27, 2021",N/A,€200K,€1K,€390K,245,46,49,46,55,49,266,58,49,49,52,58,321,69,69,69,45,69,271,49,55,59,59,49,230,40,36,49,56,49,58,114,39,39,36,53,11,10,13,14,5,1500,323,2,2,Medium,Medium,1,Lean (170-185),No,69,49,52,59,39,55,,,,0,
3904,H. Matriciani RWB CB LWB,23,70,75,"Schalke 04
2021 ~ 2026",262212,"187cm / 6'2""",80kg / 176lbs,Right,71,RB,5,"May 15, 2021",N/A,€2.2M,€6K,€3.7M,248,60,32,62,61,33,242,52,40,40,50,60,349,79,86,54,69,61,299,38,77,81,69,34,278,68,68,49,46,47,62,204,64,68,72,52,14,7,9,15,7,1672,367,3,2,Medium,High,1,Lean (185+),Yes,83,35,54,56,67,72,,Block Slide Tackle,,2,
3905,M. Winkler LM RM,20,68,81,"Hertha BSC
2021 ~ 2027",262217,"184cm / 6'0""",70kg / 154lbs,Left,69,LM,13,"May 15, 2021",N/A,€2.9M,€5K,€6.5M,307,64,68,57,63,55,299,74,63,37,54,71,355,78,83,69,60,65,328,69,69,72,56,62,245,53,19,62,55,56,64,61,19,21,21,48,11,7,8,8,14,1643,360,3,3,High,Medium,1,Normal (170-185),No,81,65,59,71,24,60,,,,0,
3906,K. Fitz-Jim CM CDM,19,66,78,"Excelsior
Jun 30, 2024 On loan",262218,"174cm / 5'9""",66kg / 146lbs,Right,70,CAM,12,"Jul 1, 2019","Jun 30, 2024",€2M,€3K,€0,285,60,56,50,71,48,322,72,55,54,69,72,352,70,69,73,66,74,260,58,57,51,40,54,292,51,59,58,70,54,71,183,60,63,60,51,10,13,14,8,6,1745,370,3,3,Medium,Medium,1,Lean (170-185),No,69,56,67,72,60,46,,,,0,
3907,23 T. Blokzijl CB,17,61,79,"FC Groningen
2021 ~ 2026",262220,"187cm / 6'2""",75kg / 165lbs,Right,63,CB,18,"May 8, 2021",N/A,€775K,€500,€1.6M,194,29,25,61,52,27,211,46,32,34,49,50,281,58,54,54,60,55,252,44,65,55,60,28,233,58,61,30,40,44,56,188,63,65,60,58,13,10,14,12,9,1417,302,3,2,Medium,Medium,1,Lean (185+),No,56,31,43,50,63,59,,,,0,
3908,23 L. Valente CAM CM,18,61,76,"FC Groningen
2021 ~ 2026",262221,"190cm / 6'3""",78kg / 172lbs,Right,63,CAM,15,"May 16, 2021",N/A,€750K,€600,€1.6M,243,47,42,47,68,39,281,66,49,40,60,66,293,51,65,64,57,56,260,56,50,50,60,44,255,60,30,52,65,48,60,118,39,44,35,59,14,15,7,14,9,1509,326,3,3,Medium,Medium,1,Lean (185+),No,59,46,60,65,39,57,,,,0,
3909,A. Bangura LB,23,69,74,"Middlesbrough
2023 ~ 2027",262255,"183cm / 6'0""",68kg / 150lbs,Left,69,LB,5,"Sep 1, 2023",N/A,€2M,€11K,€4M,214,60,21,50,57,26,252,73,40,28,49,62,391,93,92,80,62,64,316,45,81,90,76,24,269,67,61,67,39,35,60,184,58,64,62,52,10,9,12,14,7,1678,380,2,2,High,High,1,Normal (170-185),No,92,30,51,69,60,78,,Rapid,,1,
3910,M. Lotka GK,22,68,78,"Borussia Dortmund
2022 ~ 2024",262298,"191cm / 6'3""",85kg / 187lbs,Right,68,GK,10,"Jul 1, 2022",N/A,€2.3M,€9K,€4.4M,62,12,11,11,20,8,63,9,12,7,23,12,166,24,21,26,66,29,201,42,56,29,66,8,72,22,10,7,23,10,30,27,8,10,9,328,68,65,56,69,70,919,351,3,1,Medium,Medium,1,Normal (185+),Yes,68,65,56,70,23,69,,Footwork,,1,
3911,Rubén Alves CB,28,69,70,"Racing Santander
2022 ~ 2024",262299,"184cm / 6'0""",77kg / 170lbs,Left,70,CB,1,"Jul 1, 2022",N/A,€1.3M,€5K,€2.1M,243,41,39,66,63,34,255,56,48,36,52,63,328,72,67,66,67,56,318,62,78,64,74,40,261,71,68,37,40,45,56,206,69,68,69,40,7,7,10,10,6,1651,362,2,2,High,Medium,1,Normal (170-185),No,69,44,50,60,68,71,,,,0,
3912,B. van Rooij RB,22,68,73,"NEC
2019 ~ 2025",262311,"174cm / 5'9""",72kg / 159lbs,Right,69,RWB,5,"Jul 1, 2019",N/A,€1.7M,€4K,€2.7M,230,69,32,42,63,24,266,64,45,37,54,66,364,77,82,69,64,72,275,52,53,81,60,29,244,53,61,44,48,38,67,188,60,65,63,54,10,12,13,9,10,1621,364,3,2,Medium,Medium,1,Normal (170-185),No,80,36,58,66,60,64,,Anticipate Long Throw,,2,
3913,22 A. Papadopoulos CM,18,52,63,"Leyton Orient
2021 ~ 2022",262326,"170cm / 5'7""",70kg / 154lbs,Right,55,CDM,11,"May 25, 2021",N/A,€170K,€850,€332K,207,40,41,38,53,35,243,50,45,42,53,53,299,62,63,61,53,60,264,46,57,59,60,42,247,53,51,45,52,46,48,150,52,50,48,55,14,11,14,8,8,1465,314,3,2,Medium,Medium,1,Normal (170-),No,63,42,49,53,49,58,,,,0,
3914,D. Proper CDM CM,21,71,79,"NEC
2020 ~ 2025",262334,"168cm / 5'6""",63kg / 139lbs,Right,72,CM,8,"Jan 6, 2020",N/A,€4M,€5K,€6.8M,272,55,55,52,75,35,294,75,42,31,74,72,349,75,47,74,69,84,306,64,61,78,51,52,293,64,68,55,67,39,72,201,66,68,67,45,13,7,8,7,10,1760,380,3,2,Medium,Medium,1,Normal (170-),No,60,54,65,74,66,61,,Press Proven,,1,
3915,E. Tavşan RM,22,69,75,"NEC
2020 ~ 2024",262335,"183cm / 6'0""",74kg / 163lbs,Left,70,LM,6,"Jul 1, 2020",N/A,€2.2M,€5K,€3.7M,279,59,59,54,62,45,332,75,67,61,58,71,390,86,83,78,67,76,323,65,65,69,62,62,244,38,22,64,62,58,64,59,19,21,19,45,12,5,7,10,11,1672,361,3,3,Medium,Low,1,Normal (170-185),No,84,60,61,73,24,59,,Finesse Shot Technical Flair,,3,
3916,G. Luján CB RWB RB,22,70,78,"San Lorenzo
2021 ~ 2024",262339,"182cm / 6'0""",82kg / 181lbs,Right,72,CB,8,"Apr 20, 2021",N/A,€3.3M,€7K,€5.6M,237,64,25,65,64,19,239,57,40,21,60,61,318,66,65,56,68,63,316,65,77,74,78,22,280,73,68,52,42,45,59,209,70,71,68,43,10,9,5,9,10,1642,359,3,2,Medium,Medium,1,Normal (170-185),No,65,34,56,59,69,76,,Aerial,,1,
3917,C. Dundas ST,42,52,52,"Sutton United
2019 ~ 2024",262371,"188cm / 6'2""",88kg / 194lbs,Right,52,ST,0,"Jul 1, 2019",N/A,€0,€1K,€0,228,34,54,52,44,44,206,49,39,35,32,51,201,30,33,49,51,38,279,55,61,32,84,47,210,42,18,54,40,56,53,56,20,20,16,53,11,13,10,12,7,1233,255,3,2,Medium,Low,1,Normal (185+),No,32,52,39,49,22,61,,,,0,
3918,J. Idzes CB CDM,23,68,74,"Venezia
2023 ~ 2027",262396,"190cm / 6'3""",82kg / 181lbs,Right,70,CB,6,"Jul 1, 2023",N/A,€1.7M,€2K,€3.1M,273,51,39,66,70,47,277,55,44,49,64,65,291,63,54,55,63,56,334,65,76,73,78,42,281,66,65,50,53,47,60,206,64,72,70,55,13,6,12,12,12,1717,364,3,2,Medium,High,1,Lean (185+),No,58,46,60,59,67,74,,Intercept,,1,
3919,L. Brouwers CDM CM,25,68,73,"SC Heerenveen
Jun 30, 2024 On loan",262397,"183cm / 6'0""",76kg / 168lbs,Right,69,CDM,5,"Jul 1, 2022","Jun 30, 2024",€1.6M,€6K,€0,289,54,59,54,70,52,299,64,50,50,69,66,305,62,52,64,61,66,337,61,67,81,73,55,317,69,64,60,61,63,65,199,63,68,68,58,13,9,14,14,8,1804,382,3,2,Medium,Medium,1,Normal (170-185),No,57,59,63,65,64,74,,,,0,
3920,P. Rommens CDM CM,25,70,73,"Go Ahead Eagles
2021 ~ 2024",262403,"175cm / 5'9""",69kg / 152lbs,Right,72,CM,3,"Jul 1, 2021",N/A,€1.9M,€5K,€2.9M,302,77,55,53,77,40,361,63,78,75,77,68,323,68,49,65,65,76,352,73,64,77,63,75,313,64,63,56,73,57,58,190,62,68,60,48,9,13,11,8,7,1889,391,3,2,Medium,Medium,1,Normal (170-185),No,58,62,76,65,63,67,,Dead Ball Long Ball Pass Trivela,,3,
3921,Andrés Caro CB,19,62,76,"Real Betis
2020 ~ 2025",262407,"185cm / 6'1""",71kg / 157lbs,Right,64,CB,14,"Jul 1, 2020",N/A,€875K,€2K,€2.4M,228,39,30,62,61,36,210,34,36,27,60,53,312,69,70,49,63,61,268,50,70,56,64,28,241,58,64,27,51,41,49,188,63,62,63,60,12,14,9,11,14,1507,325,3,2,Low,High,1,Lean (185+),No,70,34,52,45,63,61,,Long Ball Pass Slide Tackle,,2,
3922,André Franco CAM CM RM,25,73,78,"Porto
2022 ~ 2027",262414,"177cm / 5'10""",70kg / 154lbs,Left,75,CAM,5,"Aug 5, 2022",N/A,€4.5M,€11K,€9.3M,318,67,74,53,74,50,348,74,65,64,72,73,361,73,75,72,69,72,339,73,66,71,61,68,296,58,40,68,76,54,69,115,42,38,35,55,12,12,12,12,7,1832,393,3,3,Medium,Low,1,Lean (170-185),No,74,70,72,73,41,63,,Technical,,1,
3923,Daniel Figueira GK,24,74,80,"Estoril
2019 ~ 2025",262417,"189cm / 6'2""",82kg / 181lbs,Right,74,GK,6,"Jul 1, 2019",N/A,€5.5M,€5K,€12.7M,66,12,8,14,24,8,80,14,12,14,22,18,196,26,29,36,73,32,214,52,60,24,70,8,106,22,15,9,45,15,36,39,13,15,11,361,73,70,69,73,76,1062,388,3,1,Medium,Medium,1,Normal (185+),No,73,70,69,76,27,73,,,,0,
3924,Ș. Pănoiu CAM RM LM,20,64,78,"Rapid Bucuresti
2019 ~ 2024",262470,"179cm / 5'10""",74kg / 163lbs,Left,66,CAM,14,"Jul 1, 2019",N/A,€1.4M,€2K,€2.8M,283,60,57,50,66,50,305,63,60,57,60,65,362,72,77,75,62,76,315,69,63,64,58,61,274,57,35,60,64,58,64,118,35,43,40,52,10,11,5,13,13,1709,362,4,3,Medium,Medium,1,Lean (170-185),No,75,60,63,65,39,60,,Long Ball Pass Trivela,,2,
3925,M. Cleworth CB,20,60,71,"Wrexham
2020 ~ 2025",262523,"191cm / 6'3""",87kg / 192lbs,Right,62,CB,11,"Aug 19, 2020",N/A,€500K,€2K,€975K,181,28,22,57,50,24,186,43,31,23,41,48,294,64,65,55,57,53,265,34,70,68,74,19,212,58,59,32,33,30,54,177,59,60,58,53,12,10,12,8,11,1368,304,3,2,Medium,Medium,1,Lean (185+),No,65,25,39,47,59,69,,,,0,
3926,F. Zabala LB,24,67,73,"Olimpia
2023 ~ 2026",262566,"172cm / 5'8""",65kg / 143lbs,Left,67,LB,6,"Jan 10, 2023",N/A,€1.5M,€500,€3.6M,254,63,28,69,71,23,287,54,50,67,51,65,358,72,76,57,70,83,224,24,58,61,33,48,224,53,63,41,31,36,55,185,60,59,66,62,14,6,13,15,14,1594,330,2,2,High,Medium,1,Normal (170-185),No,74,32,57,60,62,45,,Intercept,,1,
3927,K. Corredor ST RM RW,22,65,74,"Rodez
2022 ~ 2025",262604,"182cm / 6'0""",72kg / 159lbs,Right,67,ST,9,"May 30, 2022",N/A,€1.6M,€2K,€3.1M,299,56,66,59,59,59,266,63,50,42,49,62,372,86,91,77,57,61,343,67,77,70,66,63,243,36,20,65,59,63,56,60,21,19,20,47,12,9,6,11,9,1630,359,3,2,High,Medium,1,Normal (170-185),No,89,65,56,63,24,62,,,,0,
3928,A. Goodwin ST,18,59,74,"Newcastle Jets
2021 ~ 2024",262648,"183cm / 6'0""",73kg / 161lbs,Right,61,ST,15,"Feb 21, 2021",N/A,€525K,€500,€984K,240,29,65,54,48,44,236,56,45,35,42,58,328,68,67,66,56,71,270,55,59,53,55,48,232,54,24,63,49,42,52,58,17,21,20,45,10,5,5,12,13,1409,304,3,2,Medium,Medium,1,Lean (170-185),No,67,57,43,58,24,55,,Finesse Shot,,1,
3929,C. Kammerknecht RB CDM CB,23,64,71,"Dynamo Dresden
2022 ~ 2026",262664,"185cm / 6'1""",76kg / 168lbs,Right,67,CB,7,"Jul 1, 2022",N/A,€1.1M,€2K,€1.8M,228,51,32,62,63,20,218,41,36,27,58,56,299,61,55,62,64,57,272,31,74,66,77,24,237,59,65,40,45,28,48,195,66,65,64,48,5,10,15,10,8,1497,327,3,2,High,Medium,1,Lean (185+),No,58,30,53,50,65,71,,Aerial,,1,
3930,L. Herrmann CM CAM,24,64,70,"Dynamo Dresden
2021 ~ 2024",262667,"176cm / 5'9""",71kg / 157lbs,Right,66,CAM,6,"Jul 1, 2021",N/A,€925K,€2K,€1.5M,268,68,45,45,71,39,336,65,67,70,67,67,346,70,62,84,58,72,311,66,59,66,61,59,280,66,47,54,67,46,53,154,52,53,49,48,6,15,7,14,6,1743,367,3,3,Medium,Medium,1,Lean (170-185),No,66,52,69,67,50,63,,Press Proven,,1,
3931,J. Makengo LB CB,21,67,77,"SC Freiburg
2023 ~ 2027",262668,"190cm / 6'3""",76kg / 168lbs,Left,70,CB,10,"Jul 1, 2023",N/A,€2.2M,€6K,€4.2M,229,55,26,62,66,20,242,57,35,34,58,58,352,82,79,60,69,62,272,26,85,56,79,26,263,64,66,44,59,30,49,198,68,66,64,58,11,14,13,14,6,1614,360,3,2,Medium,Medium,1,Lean (185+),No,80,27,58,58,66,71,,Long Ball Pass Slide Tackle Rapid,,3,
3932,22 L. Klußmann GK,18,54,71,"Borussia Dortmund II
2021 ~ 2022",262707,"187cm / 6'2""",84kg / 185lbs,Right,54,GK,17,"Jul 1, 2021",N/A,€240K,€500,€498K,57,7,7,11,26,6,65,8,10,8,25,14,208,41,43,35,49,40,194,41,60,29,59,5,86,28,10,6,31,11,39,33,9,9,15,269,57,55,54,48,55,912,311,3,1,Medium,Medium,1,Normal (185+),No,57,55,54,55,42,48,,,,0,
3933,L. Bennett RB RWB,21,65,73,"Cambridge United
2021 ~ 2024",262713,"171cm / 5'7""",70kg / 154lbs,Right,65,RB,8,"Jun 4, 2021",N/A,€1.5M,€2K,€2.9M,224,60,29,50,58,27,267,62,57,38,52,58,390,80,82,85,59,84,282,33,71,86,52,40,267,64,55,55,54,39,57,175,58,60,57,53,5,10,8,15,15,1658,356,4,3,Medium,High,1,Normal (170-185),No,81,34,56,64,57,64,,Rapid Relentless,,2,
3934,F. Ravizzoli GK,25,59,62,"Wycombe Wanderers
2023 ~ 2024",262718,"190cm / 6'3""",85kg / 187lbs,Right,59,GK,3,"Sep 14, 2023",N/A,€230K,€1K,€420K,65,11,7,14,27,6,83,12,16,10,29,16,169,31,19,34,51,34,192,47,55,25,60,5,80,23,12,4,30,11,38,36,11,12,13,299,59,59,62,59,60,924,325,2,1,Medium,Medium,1,Normal (185+),No,59,59,62,60,26,59,,,,0,
3935,L. Nordås ST,21,63,73,"Tromsø
2023 ~ 2027",262732,"194cm / 6'4""",82kg / 181lbs,Left,65,ST,10,"Aug 1, 2023",N/A,€1.1M,€1K,€1.6M,271,38,63,59,57,54,243,60,44,36,40,63,330,75,76,64,58,57,330,58,78,60,76,58,231,42,24,62,48,55,55,60,22,20,18,44,12,6,5,11,10,1509,334,2,2,Medium,Medium,1,Lean (185+),No,76,60,47,61,25,65,,,,0,
3936,23 T. Bornemann ST,21,59,66,"Borussia Dortmund II
2021 ~ 2023",262739,"184cm / 6'0""",83kg / 183lbs,Right,61,ST,7,"Jul 1, 2021",N/A,€450K,€750,€743K,259,35,60,55,53,56,219,61,43,30,29,56,341,72,75,70,56,68,312,60,74,59,73,46,218,44,22,57,46,49,50,59,19,19,21,46,7,6,10,14,9,1454,320,3,3,Medium,Medium,1,Normal (170-185),No,74,56,43,60,23,64,,,,0,
3937,C. Calzadilla RW RB,21,62,69,"Deportivo Táchira
2022 ~ 2024",262752,"181cm / 5'11""",72kg / 159lbs,Right,64,RM,7,"Mar 2, 2022",N/A,€800K,€500,€1.9M,255,62,52,37,56,48,263,70,45,39,52,57,349,78,76,75,60,60,288,52,60,71,64,41,229,29,30,57,55,58,47,104,35,35,34,57,7,13,15,13,9,1545,339,3,3,High,Medium,1,Stocky (170-185),No,77,50,55,64,34,59,,,,0,
3938,M. Deijl RB,25,67,70,"Go Ahead Eagles
2021 ~ 2024",262790,"181cm / 5'11""",71kg / 157lbs,Right,67,RB,3,"Jun 16, 2021",N/A,€1.2M,€3K,€1.8M,237,53,41,53,59,31,258,63,42,35,57,61,332,67,73,62,63,67,284,40,64,78,64,38,265,62,64,45,48,46,59,204,69,69,66,43,9,10,13,5,6,1623,358,3,2,Medium,High,1,Lean (170-185),No,70,40,53,62,66,67,,Long Ball Pass Block,,2,
3939,O. Sonne RB LB,22,69,77,"Silkeborg
2021 ~ 2026",262794,"184cm / 6'0""",76kg / 168lbs,Right,69,RB,8,"Jul 1, 2021",N/A,€3M,€5K,€4.4M,259,66,38,52,66,37,295,66,57,42,63,67,349,77,77,66,65,64,310,64,68,74,62,42,279,58,63,62,56,40,59,191,58,66,67,58,11,14,14,8,11,1741,377,3,2,High,Medium,1,Lean (170-185),No,77,45,62,66,62,65,,Jockey,,1,
